4148,3,negative
4148,30,negative
4152,6,negative
4152,7,negative
4152,25,negative
4152,31,negative
4152,19,negative
4152,3,negative
4152,30,negative
4152,5,negative
4154,6,positive
4154,7,positive
4154,25,positive
4154,31,positive
4154,19,positive
4154,3,positive
4154,30,positive
4154,5,positive
4169,6,negative
4169,7,negative
4169,25,negative
4169,31,negative
4169,19,negative
4169,3,negative
4169,30,negative
4169,5,negative
4184,6,irrelevant
4184,7,irrelevant
4184,25,irrelevant
4184,31,irrelevant
4184,19,irrelevant
4184,3,irrelevant
4184,30,negative
4184,5,irrelevant
4193,6,positive
4193,7,negative
4193,25,positive
4193,31,positive
4193,19,irrelevant
4193,3,negative
4201,6,positive
4201,7,positive
4201,25,irrelevant
4201,31,positive
4201,19,irrelevant
4201,30,positive
4203,6,negative
4203,7,negative
4203,25,negative
4203,31,negative
4203,19,negative
4203,30,negative
4234,6,negative
4234,7,negative
4234,25,negative
4234,31,negative
4234,19,irrelevant
4234,30,negative
4248,7,negative
4248,25,negative
4248,31,negative
4248,19,negative
4248,3,negative
4248,30,positive
4248,5,negative
4249,6,negative
4249,7,negative
4249,25,negative
4249,31,irrelevant
4249,19,irrelevant
4249,3,negative
4253,6,positive
4253,7,positive
4253,25,positive
4253,31,positive
4253,19,positive
4253,3,positive
4253,30,positive
4253,5,positive
4254,6,negative
4254,25,negative
4254,31,irrelevant
4254,19,irrelevant
4262,24,positive
4262,32,positive
4262,6,positive
4262,7,positive
4262,25,positive
4262,31,positive
4262,19,positive
4262,3,positive
4262,30,positive
4262,5,positive
4262,4,positive
4268,32,negative
4268,6,negative
4268,7,positive
4268,25,irrelevant
4268,19,negative
4268,3,negative
4268,30,positive
4268,5,negative
4280,24,negative
4280,32,positive
4280,6,negative
4280,7,positive
4280,25,positive
4280,31,positive
4280,19,negative
4280,3,negative
4280,30,negative
4280,4,positive
4284,24,negative
4284,32,negative
4284,6,negative
4284,7,negative
4284,25,positive
4284,31,negative
4284,19,negative
4284,3,negative
4284,30,negative
4284,4,negative
4352,32,irrelevant
4352,6,negative
4352,7,positive
4352,25,negative
4352,31,negative
4352,19,irrelevant
4352,30,negative
4360,24,negative
4360,32,negative
4360,6,negative
4360,7,negative
4360,25,negative
4360,31,negative
4360,19,negative
4360,3,negative
4360,5,negative
4360,4,positive
4364,32,negative
4364,6,negative
4364,7,negative
4364,25,negative
4364,31,irrelevant
4364,19,irrelevant
4364,3,negative
4364,30,negative
4370,24,negative
4370,32,negative
4370,6,negative
4370,7,negative
4370,25,negative
4370,31,negative
4370,19,negative
4370,3,negative
4370,30,negative
4370,5,negative
4370,4,positive
4380,32,negative
4380,6,positive
4380,7,positive
4380,25,negative
4380,31,negative
4380,19,negative
4380,3,negative
4380,30,positive
4382,24,positive
4382,32,irrelevant
4382,6,irrelevant
4382,7,irrelevant
4382,25,irrelevant
4382,31,irrelevant
4382,19,irrelevant
4382,30,positive
4382,4,irrelevant
4385,24,positive
4385,32,positive
4385,6,irrelevant
4385,7,positive
4385,25,irrelevant
4385,31,negative
4385,19,positive
4385,30,positive
4385,4,positive
4390,24,negative
4390,32,irrelevant
4390,6,negative
4390,7,negative
4390,25,positive
4390,31,negative
4390,19,negative
4390,3,negative
4390,30,negative
4390,4,negative
4400,24,negative
4400,32,negative
4400,29,negative
4400,7,negative
4400,31,negative
4400,19,negative
4400,3,negative
4400,5,negative
4400,4,negative
4401,24,positive
4401,32,negative
4401,29,irrelevant
4401,7,negative
4401,31,negative
4401,19,negative
4401,4,irrelevant
4408,24,negative
4408,32,negative
4408,29,negative
4408,7,negative
4408,31,irrelevant
4408,19,negative
4408,3,negative
4408,5,negative
4408,4,negative
4439,24,negative
4439,32,negative
4439,29,irrelevant
4439,7,positive
4439,31,irrelevant
4439,19,irrelevant
4439,3,irrelevant
4439,5,irrelevant
4439,4,irrelevant
4456,24,positive
4456,32,positive
4456,29,irrelevant
4456,7,positive
4456,31,irrelevant
4456,19,irrelevant
4456,3,irrelevant
4456,5,irrelevant
4456,4,irrelevant
4465,24,negative
4465,32,negative
4465,29,negative
4465,7,negative
4465,31,negative
4465,19,negative
4465,3,negative
4465,4,negative
4468,24,positive
4468,32,positive
4468,29,positive
4468,7,negative
4468,19,positive
4468,3,positive
4468,4,positive
4485,24,positive
4485,32,irrelevant
4485,29,irrelevant
4485,7,irrelevant
4485,31,irrelevant
4485,19,irrelevant
4485,3,irrelevant
4485,5,irrelevant
4485,4,negative
4566,24,negative
4566,32,negative
4566,29,irrelevant
4566,7,negative
4566,19,negative
4566,3,negative
4566,5,negative
4566,4,negative
4572,24,positive
4572,32,positive
4572,29,irrelevant
4572,7,positive
4572,31,positive
4572,19,irrelevant
4572,3,irrelevant
4572,5,irrelevant
4572,4,irrelevant
4578,24,positive
4578,32,irrelevant
4578,29,irrelevant
4578,7,negative
4578,31,irrelevant
4578,19,irrelevant
4578,5,negative
4578,4,irrelevant
4581,24,positive
4581,32,irrelevant
4581,29,positive
4581,7,irrelevant
4581,31,negative
4581,19,positive
4581,4,negative
4595,24,positive
4595,32,positive
4595,7,positive
4595,31,positive
4595,3,positive
4607,24,negative
4607,32,negative
4607,7,positive
4607,31,negative
4607,3,negative
4607,5,positive
4624,24,negative
4624,32,negative
4624,7,negative
4624,31,negative
4624,3,negative
4624,5,negative
4631,24,negative
4631,32,negative
4631,7,negative
4631,31,negative
4631,3,negative
4631,5,negative
4660,24,negative
4660,32,negative
4660,7,negative
4660,31,irrelevant
4660,3,irrelevant
4660,5,irrelevant
4687,32,positive
4687,31,negative
4761,24,negative
4761,32,negative
4761,7,negative
4761,31,negative
4761,3,negative
4761,5,negative
4762,24,negative
4762,32,negative
4762,7,positive
4762,31,irrelevant
4762,5,irrelevant
4772,24,negative
4772,32,negative
4772,7,negative
4772,31,irrelevant
4772,3,negative
4772,5,irrelevant
4779,24,negative
4779,32,negative
4779,7,negative
4779,31,negative
4779,3,negative
4779,5,negative
4782,24,negative
4782,32,negative
4782,31,irrelevant
4795,24,positive
4795,32,positive
4795,7,positive
4795,31,positive
4795,3,irrelevant
4795,5,positive
4800,32,positive
4800,7,positive
4800,10,irrelevant
4800,25,positive
4800,31,negative
4800,19,irrelevant
4800,30,positive
4800,5,irrelevant
4800,4,positive
4810,32,positive
4810,7,negative
4810,10,positive
4810,25,positive
4810,31,negative
4810,19,negative
4810,4,negative
4814,32,positive
4814,7,negative
4814,25,negative
4814,31,positive
4814,19,negative
4814,3,negative
4814,5,negative
4814,4,negative
4815,32,irrelevant
4815,7,irrelevant
4815,25,irrelevant
4815,31,irrelevant
4815,19,irrelevant
4815,3,irrelevant
4815,30,negative
4815,5,irrelevant
4815,4,irrelevant
4871,21,negative
4871,24,negative
4871,32,positive
4871,10,irrelevant
4871,7,negative
4871,25,positive
4871,31,positive
4871,19,negative
4871,3,negative
4871,30,positive
4871,4,positive
4878,24,negative
4878,32,irrelevant
4878,10,irrelevant
4878,25,negative
4878,31,negative
4878,19,negative
4878,4,irrelevant
4886,32,negative
4886,25,negative
4886,31,positive
4886,19,negative
4886,3,negative
4886,4,negative
4919,21,irrelevant
4919,24,irrelevant
4919,32,irrelevant
4919,7,irrelevant
4919,10,irrelevant
4919,25,irrelevant
4919,31,irrelevant
4919,19,irrelevant
4919,3,irrelevant
4919,30,irrelevant
4919,5,irrelevant
4919,4,irrelevant
4971,21,negative
4971,24,negative
4971,32,negative
4971,7,negative
4971,10,irrelevant
4971,25,negative
4971,31,negative
4971,19,negative
4971,3,negative
4971,30,negative
4971,5,negative
4971,4,negative
4973,32,negative
4973,7,negative
4973,10,irrelevant
4973,25,negative
4973,31,negative
4973,19,negative
4973,30,negative
4973,5,negative
4973,4,negative
4980,32,irrelevant
4980,7,irrelevant
4980,10,irrelevant
4980,25,irrelevant
4980,31,irrelevant
4980,19,irrelevant
4980,3,irrelevant
4980,30,irrelevant
4980,5,irrelevant
4980,4,irrelevant
4986,32,irrelevant
4986,7,irrelevant
4986,10,irrelevant
4986,25,irrelevant
4986,31,irrelevant
4986,19,irrelevant
4986,3,irrelevant
4986,5,irrelevant
4986,4,irrelevant
5009,21,negative
5009,24,negative
5009,32,negative
5009,7,negative
5009,10,negative
5009,25,negative
5009,31,negative
5009,19,negative
5009,3,negative
5009,30,negative
5009,5,negative
5012,21,positive
5012,24,negative
5012,32,irrelevant
5012,7,negative
5012,10,irrelevant
5012,25,positive
5012,19,negative
5012,3,positive
5012,30,negative
5012,5,negative
5021,21,negative
5021,24,negative
5021,32,negative
5021,7,negative
5021,10,irrelevant
5021,25,irrelevant
5021,31,irrelevant
5021,19,negative
5021,3,negative
5021,30,negative
5022,21,positive
5022,24,positive
5022,32,positive
5022,7,positive
5022,10,irrelevant
5022,25,positive
5022,31,positive
5022,19,positive
5022,3,positive
5022,30,positive
5035,21,positive
5035,24,positive
5035,32,positive
5035,7,positive
5035,10,positive
5035,25,positive
5035,31,positive
5035,19,positive
5035,3,positive
5035,30,positive
5038,21,positive
5038,24,positive
5038,32,positive
5038,7,positive
5038,10,positive
5038,25,positive
5038,31,positive
5038,19,positive
5038,3,positive
5038,30,positive
5049,21,negative
5049,24,negative
5049,32,negative
5049,7,negative
5049,10,irrelevant
5049,30,negative
5049,5,negative
5054,21,negative
5054,24,negative
5054,32,irrelevant
5054,7,negative
5054,10,irrelevant
5054,25,negative
5054,31,negative
5054,19,negative
5054,30,negative
5054,5,negative
5135,21,negative
5135,24,negative
5135,32,negative
5135,7,negative
5135,10,irrelevant
5135,25,irrelevant
5135,31,negative
5135,19,negative
5135,3,negative
5135,30,negative
5135,5,negative
5137,21,positive
5137,24,positive
5137,32,positive
5137,7,positive
5137,10,positive
5137,25,positive
5137,31,positive
5137,19,positive
5137,3,positive
5137,30,positive
5137,5,positive
5140,21,negative
5140,24,positive
5140,32,irrelevant
5140,7,irrelevant
5140,25,irrelevant
5140,31,irrelevant
5140,19,irrelevant
5140,30,positive
5146,21,negative
5146,24,negative
5146,32,negative
5146,7,negative
5146,10,irrelevant
5146,25,negative
5146,31,negative
5146,19,negative
5146,3,negative
5146,30,negative
5159,21,irrelevant
5159,32,negative
5159,7,negative
5159,10,irrelevant
5159,25,negative
5159,31,negative
5159,19,negative
5159,3,negative
5159,30,negative
5159,5,negative
5160,21,negative
5160,24,positive
5160,32,irrelevant
5160,7,negative
5160,10,positive
5160,25,negative
5160,31,negative
5160,19,irrelevant
5160,3,negative
5160,30,negative
5164,21,irrelevant
5164,24,negative
5164,32,irrelevant
5164,7,irrelevant
5164,10,irrelevant
5164,25,irrelevant
5164,31,negative
5164,19,irrelevant
5164,3,irrelevant
5164,30,irrelevant
5164,5,irrelevant
5165,21,negative
5165,24,negative
5165,32,negative
5165,7,negative
5165,10,irrelevant
5165,25,negative
5165,31,negative
5165,19,negative
5165,3,negative
5165,30,negative
5165,5,negative
5220,21,negative
5220,24,negative
5220,32,positive
5220,10,positive
5220,25,negative
5220,31,negative
5220,19,negative
5220,30,positive
5224,21,negative
5224,24,positive
5224,32,negative
5224,7,negative
5224,10,irrelevant
5224,25,negative
5224,31,irrelevant
5224,19,irrelevant
5224,30,negative
5226,21,irrelevant
5226,24,positive
5226,32,positive
5226,7,positive
5226,10,irrelevant
5226,25,irrelevant
5226,31,positive
5226,19,irrelevant
5226,3,irrelevant
5226,30,positive
5226,5,irrelevant
5235,21,negative
5235,24,negative
5235,29,negative
5235,7,negative
5235,31,negative
5235,25,negative
5235,19,negative
5235,3,negative
5235,1,negative
5235,4,negative
5236,21,positive
5236,24,positive
5236,29,irrelevant
5236,7,negative
5236,31,positive
5236,25,positive
5236,19,negative
5236,30,positive
5236,4,negative
5240,21,positive
5240,29,positive
5240,7,positive
5240,31,positive
5240,25,positive
5240,19,positive
5240,3,positive
5240,30,positive
5240,1,positive
5240,5,positive
5240,4,positive
5248,21,negative
5248,24,negative
5248,29,negative
5248,7,negative
5248,31,negative
5248,25,negative
5248,19,irrelevant
5248,3,negative
5248,30,negative
5248,1,negative
5248,5,negative
5248,4,irrelevant
5270,21,negative
5270,29,negative
5270,7,negative
5270,31,negative
5270,25,irrelevant
5270,19,negative
5270,3,negative
5270,30,negative
5270,4,negative
5280,21,negative
5280,24,negative
5280,29,negative
5280,7,negative
5280,31,negative
5280,25,positive
5280,19,negative
5280,3,positive
5280,30,negative
5280,1,positive
5280,4,negative
5286,21,negative
5286,24,negative
5286,29,irrelevant
5286,7,negative
5286,31,negative
5286,25,irrelevant
5286,19,positive
5286,1,positive
5286,5,irrelevant
5286,4,irrelevant
5305,21,negative
5305,24,negative
5305,29,negative
5305,7,negative
5305,31,negative
5305,25,irrelevant
5305,19,irrelevant
5305,30,positive
5305,1,negative
5305,4,positive
5342,21,positive
5342,24,negative
5342,29,positive
5342,7,positive
5342,31,positive
5342,25,positive
5342,19,positive
5342,3,positive
5342,30,positive
5342,1,positive
5342,4,positive
5344,21,negative
5344,29,negative
5344,7,negative
5344,31,negative
5344,25,negative
5344,19,negative
5344,3,negative
5344,30,negative
5344,1,negative
5344,5,negative
5344,4,negative
5345,21,negative
5345,29,negative
5345,7,negative
5345,25,negative
5345,3,negative
5345,1,negative
5345,4,negative
5346,21,negative
5346,24,positive
5346,29,irrelevant
5346,7,positive
5346,31,irrelevant
5346,25,irrelevant
5346,19,positive
5346,30,positive
5346,1,irrelevant
5346,4,negative
5359,24,negative
5359,7,positive
5359,20,positive
5359,31,positive
5359,19,positive
5359,3,positive
5359,30,negative
5359,4,positive
5360,24,negative
5360,29,negative
5360,7,negative
5360,20,negative
5360,31,negative
5360,19,negative
5360,3,negative
5360,30,negative
5360,4,negative
5361,24,negative
5361,29,negative
5361,7,negative
5361,20,negative
5361,31,negative
5361,19,negative
5361,3,negative
5361,30,negative
5361,5,negative
5361,4,negative
5366,24,negative
5366,7,negative
5366,20,negative
5366,31,negative
5366,19,irrelevant
5366,3,negative
5366,30,negative
5366,5,negative
5366,4,negative
5417,24,negative
5417,29,irrelevant
5417,7,irrelevant
5417,20,irrelevant
5417,31,irrelevant
5417,19,irrelevant
5417,3,irrelevant
5417,30,negative
5417,5,irrelevant
5417,4,irrelevant
5431,24,irrelevant
5431,7,negative
5431,31,irrelevant
5431,19,irrelevant
5431,3,irrelevant
5431,30,irrelevant
5431,5,irrelevant
5431,4,irrelevant
5432,24,positive
5432,29,positive
5432,7,positive
5432,20,positive
5432,31,positive
5432,19,positive
5432,3,positive
5432,30,positive
5432,4,positive
5502,24,positive
5502,7,positive
5502,20,positive
5502,31,irrelevant
5502,19,positive
5502,3,irrelevant
5502,30,positive
5502,5,irrelevant
5502,4,irrelevant
5504,24,negative
5504,7,negative
5504,31,positive
5504,19,negative
5504,3,negative
5504,30,negative
5504,5,negative
5504,4,positive
5506,24,negative
5506,7,irrelevant
5506,20,positive
5506,31,negative
5506,19,negative
5506,30,negative
5506,5,irrelevant
5506,4,irrelevant
5509,24,negative
5509,7,negative
5509,31,negative
5509,19,negative
5509,3,negative
5509,30,negative
5509,4,negative
5514,29,irrelevant
5514,20,positive
5514,31,negative
5514,19,irrelevant
5526,28,positive
5526,24,positive
5526,7,positive
5526,20,positive
5526,31,positive
5526,3,positive
5526,19,irrelevant
5526,30,positive
5526,4,irrelevant
5555,28,negative
5555,7,negative
5555,20,negative
5555,31,negative
5555,3,negative
5555,19,negative
5555,30,negative
5555,4,negative
5564,28,negative
5564,7,negative
5564,31,positive
5564,3,negative
5564,19,negative
5564,30,negative
5564,4,negative
5581,28,negative
5581,31,negative
5581,3,negative
5581,19,negative
5581,30,negative
5581,4,irrelevant
5592,28,negative
5592,7,negative
5592,31,irrelevant
5592,3,negative
5592,19,negative
5592,30,negative
5592,5,negative
5592,4,negative
5656,28,negative
5656,7,negative
5656,31,positive
5656,19,negative
5656,30,negative
5656,4,negative
5663,28,negative
5663,20,positive
5663,31,negative
5663,3,positive
5663,19,negative
5663,30,negative
5663,4,negative
5696,28,positive
5696,7,negative
5696,31,positive
5696,3,negative
5696,19,irrelevant
5696,30,positive
5696,4,positive
5702,28,negative
5702,7,negative
5702,31,negative
5702,19,irrelevant
5702,30,negative
5702,4,negative
5705,28,positive
5705,7,positive
5705,31,positive
5705,3,positive
5705,19,irrelevant
5705,30,positive
5705,4,positive
5712,28,negative
5712,7,negative
5712,31,positive
5712,3,positive
5712,19,positive
5712,30,positive
5712,4,negative
5714,28,negative
5714,7,negative
5714,20,positive
5714,31,positive
5714,3,positive
5714,19,negative
5714,30,negative
5714,4,negative
5788,7,positive
5788,3,positive
5798,7,irrelevant
5798,3,irrelevant
5806,24,positive
5806,6,irrelevant
5806,29,irrelevant
5806,7,irrelevant
5806,34,positive
5806,31,negative
5806,19,irrelevant
5806,30,irrelevant
5806,4,negative
5810,7,positive
5810,3,irrelevant
5812,24,positive
5812,6,positive
5812,29,irrelevant
5812,7,positive
5812,20,positive
5812,31,positive
5812,19,irrelevant
5812,3,irrelevant
5812,30,positive
5812,4,positive
5817,24,positive
5817,6,negative
5817,29,positive
5817,7,negative
5817,34,negative
5817,20,positive
5817,31,negative
5817,19,negative
5817,3,positive
5817,30,positive
5817,4,negative
5833,24,negative
5833,6,negative
5833,29,negative
5833,7,negative
5833,34,negative
5833,20,negative
5833,19,negative
5833,3,negative
5833,30,negative
5833,4,negative
5839,7,irrelevant
5839,3,irrelevant
5844,7,irrelevant
5863,24,negative
5863,6,negative
5863,29,positive
5863,31,negative
5863,19,negative
5863,3,positive
5863,30,positive
5863,4,negative
5873,24,negative
5873,6,negative
5873,29,positive
5873,7,negative
5873,31,negative
5873,19,negative
5873,3,positive
5873,30,negative
5873,4,negative
5874,7,positive
5874,3,irrelevant
5875,24,negative
5875,6,negative
5875,29,negative
5875,7,negative
5875,34,negative
5875,20,negative
5875,31,negative
5875,19,irrelevant
5875,30,negative
5875,4,negative
5878,7,positive
5881,7,irrelevant
5881,3,irrelevant
5885,7,irrelevant
5885,3,irrelevant
5894,7,irrelevant
5894,3,irrelevant
5903,24,negative
5903,6,negative
5903,29,positive
5903,7,negative
5903,34,irrelevant
5903,20,negative
5903,31,negative
5903,19,negative
5903,3,negative
5903,30,negative
5903,4,negative
5907,7,irrelevant
5907,3,irrelevant
5930,7,positive
5930,3,irrelevant
5937,24,positive
5937,6,positive
5937,29,positive
5937,34,irrelevant
5937,20,positive
5937,31,positive
5937,19,positive
5937,3,positive
5937,30,positive
5937,4,positive
5939,24,positive
5939,6,irrelevant
5939,29,irrelevant
5939,7,irrelevant
5939,34,irrelevant
5939,20,positive
5939,31,positive
5939,19,positive
5939,3,positive
5939,30,positive
5939,4,irrelevant
5940,24,positive
5940,6,positive
5940,29,negative
5940,34,negative
5940,20,positive
5940,31,negative
5940,19,positive
5940,3,positive
5940,30,negative
5940,4,positive
5953,24,negative
5953,6,negative
5953,29,irrelevant
5953,7,negative
5953,34,negative
5953,20,negative
5953,31,negative
5953,19,negative
5953,3,negative
5953,30,negative
5953,4,negative
5962,24,positive
5962,6,positive
5962,7,positive
5962,34,negative
5962,31,positive
5962,19,positive
5962,3,positive
5962,30,positive
5962,4,positive
5963,24,positive
5963,6,positive
5963,7,positive
5963,34,irrelevant
5963,31,positive
5963,3,positive
5963,19,positive
5963,30,irrelevant
5963,4,positive
5981,7,irrelevant
5981,3,irrelevant
5995,3,negative
5999,24,positive
5999,29,positive
5999,7,negative
5999,34,negative
5999,31,negative
5999,19,negative
5999,3,negative
5999,30,positive
5999,4,negative
6001,24,positive
6001,6,positive
6001,7,positive
6001,34,negative
6001,31,positive
6001,19,positive
6001,3,positive
6001,30,positive
6001,4,positive
6004,7,irrelevant
6004,3,irrelevant
6030,7,irrelevant
6030,3,irrelevant
6041,24,negative
6041,6,irrelevant
6041,29,irrelevant
6041,31,negative
6041,19,irrelevant
6041,3,irrelevant
6041,4,negative
6050,24,positive
6050,6,positive
6050,7,positive
6050,34,negative
6050,31,positive
6050,3,positive
6050,19,positive
6050,4,positive
6077,7,irrelevant
6077,3,irrelevant
6081,7,irrelevant
6081,3,negative
6092,7,irrelevant
6092,3,irrelevant
6098,7,irrelevant
6098,3,irrelevant
6099,7,irrelevant
6099,3,irrelevant
6107,7,negative
6107,3,negative
6111,24,negative
6111,6,negative
6111,7,negative
6111,34,negative
6111,31,positive
6111,19,irrelevant
6111,3,irrelevant
6111,30,negative
6111,4,negative
6114,3,irrelevant
6119,24,negative
6119,6,positive
6119,29,irrelevant
6119,7,negative
6119,34,positive
6119,31,negative
6119,19,negative
6119,3,negative
6119,30,negative
6119,4,positive
6127,7,negative
6127,3,irrelevant
6139,24,positive
6139,6,positive
6139,7,positive
6139,34,negative
6139,31,positive
6139,19,positive
6139,3,positive
6139,30,positive
6139,4,positive
6142,24,positive
6142,6,positive
6142,29,negative
6142,34,negative
6142,31,irrelevant
6142,19,irrelevant
6142,4,positive
6146,24,positive
6146,29,irrelevant
6146,7,positive
6146,34,negative
6146,31,irrelevant
6146,19,irrelevant
6146,3,positive
6146,30,positive
6146,4,positive
6147,24,positive
6147,6,positive
6147,7,positive
6147,34,negative
6147,31,positive
6147,19,negative
6147,3,positive
6147,30,positive
6147,4,positive
6167,7,positive
6167,34,irrelevant
6167,31,negative
6167,3,positive
6167,30,positive
6169,7,irrelevant
6169,3,irrelevant
6171,24,positive
6171,7,positive
6171,31,positive
6171,3,positive
6171,30,positive
6178,7,positive
6178,3,positive
6185,7,negative
6185,31,irrelevant
6185,3,negative
6185,30,negative
6192,7,irrelevant
6192,3,irrelevant
6201,7,negative
6201,31,negative
6201,30,negative
6210,24,positive
6210,31,negative
6210,30,positive
6238,24,negative
6238,7,negative
6238,34,negative
6238,31,negative
6238,3,negative
6238,30,negative
6249,7,irrelevant
6249,3,irrelevant
6250,7,irrelevant
6250,3,irrelevant
6253,7,irrelevant
6253,3,irrelevant
6263,7,negative
6263,3,irrelevant
6265,7,negative
6265,3,irrelevant
6270,7,irrelevant
6270,3,irrelevant
6289,7,positive
6289,31,positive
6289,3,positive
6289,30,positive
6296,7,negative
6296,3,negative
6298,7,irrelevant
6298,3,irrelevant
6299,7,negative
6299,34,irrelevant
6299,31,negative
6299,3,negative
6299,30,negative
6306,24,negative
6306,7,negative
6306,34,negative
6306,31,negative
6306,3,negative
6306,30,negative
6310,7,negative
6310,34,irrelevant
6310,31,irrelevant
6310,3,positive
6310,30,positive
6320,24,negative
6320,7,negative
6320,31,negative
6320,3,negative
6320,30,negative
6322,7,negative
6322,31,negative
6322,3,negative
6322,30,negative
6331,7,negative
6331,3,negative
6334,24,positive
6334,7,positive
6334,34,irrelevant
6334,31,irrelevant
6334,3,irrelevant
6334,1,irrelevant
6334,30,positive
6335,24,positive
6335,7,positive
6335,34,positive
6335,31,positive
6335,3,positive
6335,30,positive
6339,7,irrelevant
6339,3,irrelevant
6351,7,irrelevant
6351,3,irrelevant
6352,7,irrelevant
6354,24,negative
6354,7,negative
6354,34,irrelevant
6354,31,positive
6354,3,positive
6354,30,negative
6362,7,irrelevant
6362,3,irrelevant
6364,7,irrelevant
6364,3,irrelevant
6365,7,irrelevant
6365,3,irrelevant
6367,7,irrelevant
6367,3,irrelevant
6372,7,irrelevant
6372,3,irrelevant
6373,24,negative
6373,7,negative
6373,34,negative
6373,31,negative
6373,3,negative
6373,30,negative
6378,7,irrelevant
6378,3,irrelevant
6388,24,negative
6388,7,negative
6388,34,negative
6388,31,negative
6388,3,negative
6388,30,negative
6391,24,negative
6391,7,negative
6391,34,negative
6391,31,irrelevant
6391,3,positive
6391,1,positive
6391,30,negative
6394,7,irrelevant
6394,3,irrelevant
6397,24,negative
6397,7,positive
6397,31,irrelevant
6397,3,positive
6397,30,negative
6404,7,irrelevant
6404,3,irrelevant
6416,7,negative
6416,3,irrelevant
6428,7,negative
6428,34,negative
6428,31,positive
6428,3,negative
6428,1,negative
6428,30,negative
6428,4,negative
6430,24,negative
6430,7,negative
6430,34,irrelevant
6430,31,irrelevant
6430,3,negative
6430,1,positive
6430,30,negative
6430,4,negative
6437,7,negative
6437,34,irrelevant
6437,31,positive
6437,3,negative
6437,1,irrelevant
6437,30,negative
6437,4,irrelevant
6438,7,negative
6438,34,negative
6438,31,negative
6438,3,negative
6438,1,irrelevant
6438,30,negative
6438,4,negative
6447,3,irrelevant
6452,7,positive
6452,34,irrelevant
6452,31,irrelevant
6452,3,irrelevant
6452,1,irrelevant
6452,30,positive
6452,4,positive
6463,7,positive
6463,34,irrelevant
6463,31,irrelevant
6463,3,positive
6463,1,positive
6463,30,positive
6463,4,positive
6467,24,positive
6467,7,positive
6467,34,irrelevant
6467,31,positive
6467,3,positive
6467,1,negative
6467,30,positive
6467,4,negative
6469,7,irrelevant
6469,3,irrelevant
6471,7,irrelevant
6471,3,irrelevant
6474,7,negative
6474,34,irrelevant
6474,31,positive
6474,3,negative
6474,1,positive
6474,30,positive
6474,4,positive
6480,7,irrelevant
6480,3,irrelevant
